3454.csv has INVALID utf-8
3455.csv has VALID utf-8
3456.csv has INVALID utf-8
3457.csv has VALID utf-8
3458.csv has VALID utf-8
3459.csv has VALID utf-8
3460.csv has VALID utf-8
3461.csv has VALID utf-8
3462.csv has VALID utf-8
3463.csv has VALID utf-8
3464.csv has VALID utf-8
3465.csv has INVALID utf-8
3466.csv has VALID utf-8
3467.csv has VALID utf-8
3468.csv has VALID utf-8
3469.csv has VALID utf-8
3471.csv has VALID utf-8
3470.csv has VALID utf-8
3472.csv has VALID utf-8
3473.csv has VALID utf-8
3474.csv has VALID utf-8
3475.csv has INVALID utf-8
3476.csv has VALID utf-8
3477.csv has VALID utf-8
3478.csv has INVALID utf-8
3479.csv has VALID utf-8
3480.csv has INVALID utf-8
3481.csv has INVALID utf-8
3482.csv has VALID utf-8
3483.csv has VALID utf-8
3484.csv has INVALID utf-8
3485.csv has INVALID utf-8
3486.csv has VALID utf-8
3487.csv has VALID utf-8
3488.csv has INVALID utf-8
3489.csv has VALID utf-8
3490.csv has VALID utf-8
3491.csv has INVALID utf-8
3493.csv has VALID utf-8
3492.csv has VALID utf-8
3494.csv has INVALID utf-8
3496.csv has VALID utf-8
3495.csv has INVALID utf-8
3497.csv has INVALID utf-8
3498.csv has INVALID utf-8
3499.csv has INVALID utf-8
3500.csv has INVALID utf-8
3502.csv has VALID utf-8
3501.csv has INVALID utf-8
3503.csv has VALID utf-8
3505.csv has VALID utf-8
3504.csv has INVALID utf-8
3506.csv has VALID utf-8
3507.csv has INVALID utf-8
3508.csv has INVALID utf-8
3510.csv has VALID utf-8
3509.csv has INVALID utf-8
3511.csv has VALID utf-8
3512.csv has INVALID utf-8
3513.csv has INVALID utf-8
3514.csv has VALID utf-8
3515.csv has VALID utf-8
3517.csv has VALID utf-8
3516.csv has INVALID utf-8
3518.csv has VALID utf-8
3519.csv has VALID utf-8
3520.csv has VALID utf-8
3521.csv has INVALID utf-8
3522.csv has VALID utf-8
3523.csv has VALID utf-8
3524.csv has INVALID utf-8
3525.csv has VALID utf-8
3526.csv has VALID utf-8
3527.csv has VALID utf-8
3528.csv has INVALID utf-8
3531.csv has INVALID utf-8
3530.csv has INVALID utf-8
3529.csv has INVALID utf-8
3532.csv has VALID utf-8
3533.csv has INVALID utf-8
3534.csv has VALID utf-8
3535.csv has INVALID utf-8
3536.csv has INVALID utf-8
3537.csv has VALID utf-8
3538.csv has VALID utf-8
3539.csv has VALID utf-8
3540.csv has INVALID utf-8
3541.csv has VALID utf-8
3542.csv has INVALID utf-8
3545.csv has VALID utf-8
3543.csv has INVALID utf-8
3544.csv has INVALID utf-8
3546.csv has INVALID utf-8
3547.csv has VALID utf-8
3548.csv has VALID utf-8
3549.csv has VALID utf-8
