3685.csv has VALID utf-8
3686.csv has INVALID utf-8
3687.csv has INVALID utf-8
3688.csv has VALID utf-8
3690.csv has VALID utf-8
3691.csv has VALID utf-8
3689.csv has INVALID utf-8
3692.csv has VALID utf-8
3693.csv has VALID utf-8
3694.csv has VALID utf-8
3695.csv has INVALID utf-8
3696.csv has VALID utf-8
3697.csv has VALID utf-8
3698.csv has VALID utf-8
3699.csv has VALID utf-8
3700.csv has VALID utf-8
3701.csv has VALID utf-8
3702.csv has VALID utf-8
3703.csv has VALID utf-8
3704.csv has VALID utf-8
3705.csv has VALID utf-8
3706.csv has INVALID utf-8
3709.csv has VALID utf-8
3707.csv has INVALID utf-8
3708.csv has VALID utf-8
3710.csv has VALID utf-8
3711.csv has INVALID utf-8
3712.csv has INVALID utf-8
3713.csv has VALID utf-8
3714.csv has VALID utf-8
3715.csv has VALID utf-8
3716.csv has VALID utf-8
3717.csv has INVALID utf-8
3718.csv has VALID utf-8
3719.csv has VALID utf-8
3721.csv has VALID utf-8
3720.csv has INVALID utf-8
3722.csv has VALID utf-8
3723.csv has VALID utf-8
3724.csv has VALID utf-8
3725.csv has VALID utf-8
3726.csv has VALID utf-8
3728.csv has VALID utf-8
3729.csv has VALID utf-8
3727.csv has INVALID utf-8
3730.csv has VALID utf-8
3731.csv has VALID utf-8
3732.csv has INVALID utf-8
3733.csv has VALID utf-8
3734.csv has VALID utf-8
3735.csv has VALID utf-8
3736.csv has VALID utf-8
3737.csv has VALID utf-8
3738.csv has VALID utf-8
3739.csv has VALID utf-8
3740.csv has INVALID utf-8
3741.csv has VALID utf-8
3742.csv has VALID utf-8
3743.csv has VALID utf-8
3744.csv has VALID utf-8
3745.csv has VALID utf-8
3746.csv has VALID utf-8
3747.csv has VALID utf-8
